BRANCH,GROUP,MONTH,YEAR,CUSTOMER,Type,Item,INVOICE_DATE,Aging,Amount,,
CA87,West,10,2019,Weimei Corp,AR,NBV1002,10/5/2019,Current,999.91,,
CA70,West,10,2019,Medline ,Payment,NBV1002,10/5/2019,Current,"-1,410.75",,
SD300,Midwest,10,2019,"Elorac, Corp",AR,PUJ1005,10/5/2019,Current,91.66,,
CA55,West,10,2019,S.S.S. Group,AR,XYS1001,10/6/2019,1-60,460.69,,
IL164,Midwest,10,2019,Ohio ,AR,NMK1003,10/6/2019,Current,909.19,,
TX319,South,10,2019,"3LAB, Ltd",Payment,PUJ1005,10/6/2019,Current,-31.09,,
CA41,West,10,2019,E. Ltd,Payment,XYS1001,10/6/2019,Current,"-2,849.78",,
KS196,Midwest,10,2019,AuroMedics Corp,AR,NMK1003,10/6/2019,Current,953.54,,
OH279,Midwest,10,2019,21st Ltd,Payment,PUJ1005,10/6/2019,Current,"-2,696.01",,
OR288,West,10,2019,Mylan Corp,AR,PUJ1005,10/6/2019,Current,"3,847.14",,
CA16,West,10,2019,Pure Group,AR,XYS1001,10/6/2019,Current,"2,126.25",,
VA350,South,10,2019,Select ,Payment,MKL1006,10/6/2019,1-60,-596.9,,
CA34,West,10,2019,Medsep Group,Payment,XYS1001,10/7/2019,1-60,-924.6,,
CO95,West,10,2019,Wuxi Group,Payment,NMK1003,10/7/2019,Current,-578.61,,
IL169,Midwest,10,2019,Sundial ,Payment,NMK1003,10/7/2019,1-60,-52.26,,
IL163,Midwest,10,2019,Niconovum Corp,Payment,NMK1003,10/7/2019,Current,-942.02,,
NH241,Northeast,10,2019,Uriel Group,AR,UHY1004,10/7/2019,Current,397.98,,
NY260,Northeast,10,2019,Weimei Corp,AR,UHY1004,10/7/2019,Current,614.86,,
TX337,South,10,2019,Pacific Ltd,AR,MKL1006,10/7/2019,1-60,"1,061.21",,
TX326,South,10,2019,Qualitest ,Payment,PUJ1005,10/7/2019,1-60,-613.18,,
CA42,West,10,2019,OHTA'S Corp,Payment,XYS1001,10/8/2019,Current,-926.21,,
CA83,West,10,2019,Select ,Payment,NBV1002,10/8/2019,Current,-165.62,,
VA353,South,10,2019,E. Ltd,AR,MKL1006,10/8/2019,Current,"1,314.41",,
CA84,West,10,2019,Eminence Corp,AR,NBV1002,10/8/2019,60+,"3,522.86",,
VA349,South,10,2019,E. Ltd,AR,MKL1006,10/8/2019,1-60,180.9,,
IA148,Midwest,10,2019,Pacific Ltd,AR,NMK1003,10/8/2019,Current,625.31,,
NC229,South,10,2019,Weimei Corp,Payment,UHY1004,10/8/2019,Current,"-1,705.55",,
TX335,South,10,2019,ETUDE Ltd,Payment,MKL1006,10/8/2019,60+,"-2,163.10",,
CA48,West,10,2019,Apollo Ltd,Payment,XYS1001,10/9/2019,Current,-342.71,,
ID150,West,10,2019,Trigen ,AR,NMK1003,10/9/2019,Current,"1,571.28",,
CA76,West,10,2019,OHTA'S Corp,Payment,NBV1002,10/9/2019,Current,-67.54,,
MN221,Midwest,10,2019,ETUDE Ltd,AR,UHY1004,10/9/2019,Current,604.21,,
WA361,West,10,2019,ETUDE Ltd,AR,MKL1006,10/9/2019,60+,365.82,,
FL119,South,10,2019,O.E. Ltd,Payment,NMK1003,10/9/2019,Current,"-2,636.12",,
CT107,Northeast,10,2019,Ascend Ltd,Payment,NMK1003,10/9/2019,Current,-68.54,,
CA46,West,10,2019,"Exact-Rx, Corp",Payment,XYS1001,10/10/2019,1-60,"-1,234.41",,
FL126,South,10,2019,Pacific Ltd,AR,NMK1003,10/10/2019,Current,885,,
NY260,Northeast,10,2019,"Elorac, Corp",Payment,UHY1004,10/10/2019,Current,-466.05,,
WI366,Midwest,10,2019,Ei ,AR,MKL1006,10/10/2019,Current,"1,973.15",,
NM248,West,10,2019,OHTA'S Corp,Payment,UHY1004,10/10/2019,1-60,"-1,540.20",,
TX344,South,10,2019,Linde ,AR,MKL1006,10/10/2019,Current,"1,239.23",,
IL162,Midwest,10,2019,Winthrop ,AR,NMK1003,10/10/2019,1-60,110.22,,
IN186,Midwest,10,2019,Prasco Group,AR,NMK1003,10/10/2019,Current,547.79,,
CO99,West,10,2019,Prasco Group,AR,NMK1003,10/10/2019,Current,146.26,,
AZ11,West,10,2019,Qualitest ,AR,XYS1001,10/10/2019,Current,"2,058.24",,
OR290,West,10,2019,"Exact-Rx, Corp",AR,PUJ1005,10/10/2019,1-60,345.18,,
TN304,South,10,2019,"Elorac, Corp",AR,PUJ1005,10/11/2019,Current,382.7,,
IL164,Midwest,10,2019,Trigen ,Payment,NMK1003,10/12/2019,Current,-32.16,,
FL115,South,10,2019,Weimei Corp,Payment,NMK1003,10/12/2019,1-60,-556.44,,
NY272,Northeast,10,2019,Procter Corp,Payment,PUJ1005,10/12/2019,1-60,-383.17,,
SC298,South,10,2019,"Exact-Rx, Corp",AR,PUJ1005,10/12/2019,Current,556.44,,
CA83,West,10,2019,WakeFern ,AR,NBV1002,10/12/2019,Current,108.34,,
CA17,West,10,2019,"Apotheca, Ltd",AR,XYS1001,10/12/2019,Current,"1,474.47",,
MI215,Midwest,10,2019,Rochester Ltd,AR,UHY1004,10/12/2019,1-60,"1,715.20",,
ID150,West,10,2019,ETUDE Ltd,AR,NMK1003,10/12/2019,Current,276.98,,
CT112,Northeast,10,2019,Ei ,AR,NMK1003,10/12/2019,Current,287.03,,
IL164,Midwest,10,2019,U.S. Ltd,AR,NMK1003,10/12/2019,1-60,200.2,,
NY268,Northeast,10,2019,Medline ,AR,PUJ1005,10/13/2019,Current,386.99,,
CA73,West,10,2019,Amylin Group,AR,NBV1002,10/13/2019,60+,278.18,,
IN190,Midwest,10,2019,Medline ,AR,NMK1003,10/13/2019,Current,727.89,,
FL120,South,10,2019,Medsep Group,AR,NMK1003,10/13/2019,Current,68.74,,
OR291,West,10,2019,E. Ltd,AR,PUJ1005,10/13/2019,60+,"1,033.68",,
CA53,West,10,2019,Qualitest ,AR,XYS1001,10/13/2019,Current,915.76,,
KS194,Midwest,10,2019,Eminence Corp,AR,NMK1003,10/13/2019,Current,"1,440.63",,
WI365,Midwest,10,2019,AuroMedics Corp,AR,MKL1006,10/14/2019,Current,807.02,,
TX338,South,10,2019,Linde ,Payment,MKL1006,10/14/2019,60+,-564.41,,
MO225,Midwest,10,2019,Wuxi Group,AR,UHY1004,10/14/2019,Current,377.55,,
PA295,Northeast,10,2019,21st Ltd,AR,PUJ1005,10/14/2019,Current,351.08,,
GA140,South,10,2019,Ohio ,AR,NMK1003,10/14/2019,Current,"1,825.08",,
FL138,South,10,2019,Nipro ,AR,NMK1003,10/15/2019,Current,"3,578.14",,
NC235,South,10,2019,Nipro ,AR,UHY1004,10/15/2019,1-60,663.3,,
OR290,West,10,2019,Select ,AR,PUJ1005,10/15/2019,Current,376.27,,
IL164,Midwest,10,2019,Winthrop ,AR,NMK1003,10/15/2019,Current,"1,878.35",,
FL129,South,10,2019,U.S. Ltd,AR,NMK1003,10/15/2019,Current,"1,309.85",,
IL166,Midwest,10,2019,Niconovum Corp,AR,NMK1003,10/15/2019,Current,359.92,,
GA143,South,10,2019,Amylin Group,AR,NMK1003,10/15/2019,Current,114.97,,
PA295,Northeast,10,2019,Pacific Ltd,AR,PUJ1005,10/15/2019,Current,"1,678.35",,
CA24,West,10,2019,Sundial ,Payment,XYS1001,10/15/2019,Current,-519.59,,
CA79,West,10,2019,U.S. Ltd,AR,NBV1002,10/15/2019,Current,892.44,,
NE239,Midwest,10,2019,Medsep Group,AR,UHY1004,10/16/2019,Current,"1,374.84",,
MT228,West,10,2019,Niconovum Corp,AR,UHY1004,10/16/2019,Current,80.4,,
CA26,West,10,2019,Nipro ,Payment,XYS1001,10/16/2019,Current,-127.57,,
CA26,West,10,2019,Avon Corp,Payment,XYS1001,10/16/2019,Current,-40.2,,
NY265,Northeast,10,2019,Llorens Ltd,AR,PUJ1005,10/16/2019,Current,298.28,,
OH279,Midwest,10,2019,Pure Group,AR,PUJ1005,10/16/2019,1-60,236.85,,
TX313,South,10,2019,"Apotheca, Ltd",AR,PUJ1005,10/16/2019,Current,420.76,,
GA141,South,10,2019,S.S.S. Group,Payment,NMK1003,10/17/2019,Current,"-1,212.03",,
CA22,West,10,2019,"Apotheca, Ltd",Payment,XYS1001,10/17/2019,Current,-877.03,,
CA60,West,10,2019,U.S. Ltd,AR,NBV1002,10/17/2019,1-60,"2,241.82",,
NC235,South,10,2019,OUR Ltd,AR,UHY1004,10/17/2019,Current,431.48,,
CO99,West,10,2019,Bare ,Payment,NMK1003,10/17/2019,Current,"-2,723.55",,
TX323,South,10,2019,Burt's Corp,AR,PUJ1005,10/18/2019,Current,64.45,,
IN183,Midwest,10,2019,Ei ,AR,NMK1003,10/18/2019,Current,763.8,,
IN183,Midwest,10,2019,Linde ,AR,NMK1003,10/18/2019,Current,632.48,,
FL133,South,10,2019,"3LAB, Ltd",AR,NMK1003,10/18/2019,Current,"1,562.17",,
TX315,South,10,2019,Medline ,AR,PUJ1005,10/18/2019,Current,338.28,,
CA17,West,10,2019,Weimei Corp,Payment,XYS1001,10/18/2019,Current,-517.78,,
NC237,South,10,2019,Weimei Corp,AR,UHY1004,10/18/2019,Current,"1,891.41",,
SC299,South,10,2019,Trigen ,Payment,PUJ1005,10/18/2019,1-60,-643.47,,
CA33,West,10,2019,AuroMedics Corp,Payment,XYS1001,10/19/2019,Current,"-2,149.09",,
TX309,South,10,2019,WakeFern ,Payment,PUJ1005,10/19/2019,Current,"-1,114.95",,
AZ12,West,10,2019,Apollo Ltd,AR,XYS1001,10/19/2019,60+,261.3,,
MD211,South,10,2019,Pacific Ltd,Payment,UHY1004,10/19/2019,60+,"-1,318.83",,
CT105,Northeast,10,2019,"Exact-Rx, Corp",Payment,NMK1003,10/19/2019,Current,-414.86,,
CA25,West,10,2019,WakeFern ,AR,XYS1001,10/19/2019,1-60,423.71,,
CA65,West,10,2019,Mylan Corp,Payment,NBV1002,10/19/2019,Current,-500.49,,
TX334,South,10,2019,Nipro ,AR,MKL1006,10/19/2019,Current,575.26,,
CA81,West,10,2019,Mylan Corp,Payment,NBV1002,10/19/2019,Current,-554.22,,
NV255,West,10,2019,Victory Ltd,Payment,UHY1004,10/19/2019,Current,-378.15,,
CA88,West,10,2019,Eminence Corp,AR,NMK1003,10/20/2019,1-60,377.34,,
CA55,West,10,2019,Pacific Ltd,AR,XYS1001,10/20/2019,60+,825.44,,
IL168,Midwest,10,2019,Procter Corp,AR,NMK1003,10/20/2019,Current,932.84,,
FL133,South,10,2019,Sundial ,Payment,NMK1003,10/20/2019,Current,-887.62,,
FL129,South,10,2019,"PEDIFIX, Corp",AR,NMK1003,10/20/2019,60+,307.53,,
NY265,Northeast,10,2019,Medsep Group,AR,PUJ1005,10/20/2019,Current,"1,842.77",,
CO102,West,10,2019,Niconovum Corp,AR,NMK1003,10/20/2019,1-60,"1,455.78",,
KS197,Midwest,10,2019,E. Ltd,AR,NMK1003,10/20/2019,Current,"1,505.09",,
CA68,West,10,2019,WakeFern ,AR,NBV1002,10/21/2019,60+,107.87,,
IL151,Midwest,10,2019,Victory Ltd,Payment,NMK1003,10/21/2019,Current,-273.96,,
TX328,South,10,2019,21st Ltd,Payment,PUJ1005,10/21/2019,Current,-921.38,,
TX325,South,10,2019,Prasco Group,Payment,PUJ1005,10/21/2019,60+,-164.82,,
OR291,West,10,2019,Trigen ,Payment,PUJ1005,10/21/2019,Current,-778.27,,
TX320,South,10,2019,"Fenwal, Corp",Payment,PUJ1005,10/21/2019,Current,"-2,276.12",,
TX333,South,10,2019,U.S. Ltd,AR,MKL1006,10/22/2019,1-60,108.54,,
TX340,South,10,2019,Select ,AR,MKL1006,10/22/2019,1-60,"1,531.22",,
NV251,West,10,2019,Mylan Corp,AR,UHY1004,10/22/2019,Current,770.5,,
GA145,South,10,2019,Linde ,Payment,NMK1003,10/22/2019,Current,-991.33,,
WI366,Midwest,10,2019,Pacific Ltd,AR,MKL1006,10/22/2019,Current,190.21,,
TX338,South,10,2019,Eminence Corp,AR,MKL1006,10/22/2019,1-60,483.87,,
CA54,West,10,2019,Apollo Ltd,AR,XYS1001,10/22/2019,60+,"1,574.23",,
TX340,South,10,2019,Pacific Ltd,Payment,MKL1006,10/22/2019,Current,"-1,502.14",,
TX328,South,10,2019,OUR Ltd,AR,PUJ1005,10/23/2019,Current,"1,369.21",,
AL1,South,10,2019,Victory Ltd,AR,XYS1001,10/23/2019,Current,627.12,,
TN304,South,10,2019,Capweld ,AR,PUJ1005,10/23/2019,Current,"1,668.57",,
FL122,South,10,2019,E. Ltd,Payment,NMK1003,10/23/2019,Current,-902.09,,
MA207,Northeast,10,2019,E. Ltd,AR,UHY1004,10/23/2019,1-60,603,,
MI214,Midwest,10,2019,Select ,AR,UHY1004,10/23/2019,Current,"1,719.56",,
MA209,Northeast,10,2019,"Apotheca, Ltd",Payment,UHY1004,10/24/2019,60+,"-1,846.52",,
TX335,South,10,2019,OUR Ltd,Payment,MKL1006,10/24/2019,1-60,-371.18,,
NJ246,Northeast,10,2019,"PEDIFIX, Corp",AR,UHY1004,10/24/2019,Current,"2,839.53",,
WA360,West,10,2019,WakeFern ,AR,MKL1006,10/24/2019,Current,598.98,,
IL174,Midwest,10,2019,Pure Group,AR,NMK1003,10/24/2019,Current,840.45,,
CA60,West,10,2019,Linde ,AR,NBV1002,10/24/2019,Current,456,,
CO102,West,10,2019,"PEDIFIX, Corp",Payment,NMK1003,10/24/2019,Current,-129.85,,
FL116,South,10,2019,Avon Corp,AR,NMK1003,10/24/2019,Current,"2,019.45",,
CA88,West,10,2019,OUR Ltd,AR,NMK1003,10/24/2019,60+,"1,280.37",,
PA295,Northeast,10,2019,Dharma Ltd,Payment,PUJ1005,10/24/2019,Current,"-1,046.61",,
PA295,Northeast,10,2019,Burt's Corp,AR,PUJ1005,10/24/2019,Current,512.55,,
NE240,Midwest,10,2019,Capweld ,AR,UHY1004,10/24/2019,1-60,970.16,,
NY271,Northeast,10,2019,"PEDIFIX, Corp",AR,PUJ1005,10/25/2019,Current,"1,907.42",,
AZ11,West,10,2019,Ohio ,AR,XYS1001,10/25/2019,Current,"1,874.93",,
CA80,West,10,2019,Amylin Group,Payment,NBV1002,10/25/2019,Current,-218.09,,
GA143,South,10,2019,OUR Ltd,Payment,NMK1003,10/25/2019,Current,"-1,103.36",,
TX309,South,10,2019,"Elorac, Corp",AR,PUJ1005,10/26/2019,Current,508.33,,
AZ12,West,10,2019,Winthrop ,Payment,XYS1001,10/26/2019,Current,-309.34,,
IN185,Midwest,10,2019,AuroMedics Corp,Payment,NMK1003,10/26/2019,Current,-628.73,,
TX328,South,10,2019,Dharma Ltd,Payment,PUJ1005,10/26/2019,Current,-559.45,,
IN185,Midwest,10,2019,"Apotheca, Ltd",AR,NMK1003,10/26/2019,Current,91.32,,
OK284,South,10,2019,Sundial ,AR,PUJ1005,10/26/2019,1-60,458.08,,
FL129,South,10,2019,Burt's Corp,Payment,NMK1003,10/26/2019,Current,-368.5,,
IA147,Midwest,10,2019,Qualitest ,Payment,NMK1003,10/26/2019,Current,-507.79,,
CA31,West,10,2019,Pacific Ltd,AR,XYS1001,10/26/2019,Current,258.89,,
WA361,West,10,2019,"Elorac, Corp",AR,MKL1006,10/26/2019,Current,84.42,,
CA44,West,10,2019,New Ltd,AR,XYS1001,10/26/2019,Current,"1,659.72",,
CA55,West,10,2019,Medsep Group,AR,XYS1001,10/26/2019,Current,275.17,,
TX340,South,10,2019,"Fenwal, Corp",AR,MKL1006,10/26/2019,1-60,875.56,,
IL162,Midwest,10,2019,Winthrop ,AR,NMK1003,10/27/2019,Current,"2,141.86",,
AZ13,West,10,2019,Ole Group,Payment,XYS1001,10/27/2019,Current,-113.9,,
OK284,South,10,2019,Medsep Group,AR,PUJ1005,10/27/2019,Current,"3,085.82",,
CA69,West,10,2019,WakeFern ,AR,NBV1002,10/27/2019,Current,596.3,,
IL180,Midwest,10,2019,"Apotheca, Ltd",AR,NMK1003,10/27/2019,60+,986.78,,
NC236,South,10,2019,OUR Ltd,AR,UHY1004,10/27/2019,Current,434.16,,
UT348,West,10,2019,Amylin Group,AR,MKL1006,10/27/2019,Current,75.04,,
TX338,South,10,2019,Pure Group,Payment,MKL1006,10/28/2019,Current,"-1,308.91",,
OR289,West,10,2019,Rochester Ltd,Payment,PUJ1005,10/28/2019,1-60,-357.65,,
IN190,Midwest,10,2019,Nipro ,AR,NMK1003,10/28/2019,60+,268,,
CO98,West,10,2019,"Elorac, Corp",Payment,NMK1003,10/28/2019,Current,"-1,825.88",,
GA143,South,10,2019,Burt's Corp,Payment,NMK1003,10/28/2019,Current,"-1,031.26",,
FL126,South,10,2019,Mylan Corp,AR,NMK1003,10/28/2019,Current,204.22,,
CA76,West,10,2019,Trigen ,Payment,NBV1002,10/28/2019,1-60,-138.02,,
HI146,West,10,2019,"Exact-Rx, Corp",AR,NMK1003,10/28/2019,Current,90.45,,
NJ245,Northeast,10,2019,Ei ,AR,UHY1004,10/28/2019,Current,527.42,,
OH280,Midwest,10,2019,"3LAB, Ltd",Payment,PUJ1005,10/28/2019,Current,-582.5,,
IL161,Midwest,10,2019,AuroMedics Corp,Payment,NMK1003,10/29/2019,Current,-499.28,,
IL169,Midwest,10,2019,Prasco Group,Payment,NMK1003,10/29/2019,Current,-247.36,,
IL163,Midwest,10,2019,Select ,Payment,NMK1003,10/29/2019,Current,"-1,422.41",,
OR288,West,10,2019,"Elorac, Corp",Payment,PUJ1005,10/29/2019,Current,-546.72,,
MD212,South,10,2019,ETUDE Ltd,AR,UHY1004,10/30/2019,Current,571.71,,
NM249,West,10,2019,Sundial ,AR,UHY1004,10/30/2019,1-60,373.66,,
CA42,West,10,2019,Winthrop ,AR,XYS1001,10/30/2019,Current,713.95,,
AZ10,West,10,2019,Linde ,Payment,XYS1001,10/30/2019,Current,-305.05,,
FL120,South,10,2019,"PEDIFIX, Corp",Payment,NMK1003,10/30/2019,Current,"-1,711.31",,
CO97,West,10,2019,U.S. Ltd,Payment,NMK1003,10/30/2019,Current,"-1,025.10",,
CA42,West,10,2019,Ole Group,Payment,XYS1001,10/30/2019,Current,-381.9,,
AL4,South,10,2019,Winthrop ,Payment,XYS1001,10/30/2019,Current,"-1,230.66",,
NJ247,Northeast,10,2019,Rochester Ltd,AR,UHY1004,10/31/2019,Current,461.5,,
LA205,South,10,2019,O.E. Ltd,AR,UHY1004,10/31/2019,Current,358.79,,
IL176,Midwest,10,2019,21st Ltd,Payment,NMK1003,10/31/2019,Current,"-1,115.08",,
IL160,Midwest,10,2019,Capweld ,Payment,NMK1003,10/31/2019,1-60,"-1,275.01",,
CA38,West,10,2019,Niconovum Corp,AR,XYS1001,10/31/2019,Current,402.27,,
IL155,Midwest,11,2019,21st Ltd,Payment,NMK1003,11/1/2019,Current,-405.28,,
NV252,West,11,2019,Select ,AR,UHY1004,11/1/2019,Current,599.58,,
NJ247,Northeast,11,2019,Llorens Ltd,AR,UHY1004,11/1/2019,Current,"1,260.67",,
CA17,West,11,2019,Pure Group,AR,XYS1001,11/1/2019,Current,422.23,,
TX321,South,11,2019,Rochester Ltd,Payment,PUJ1005,11/1/2019,Current,-625.65,,
NY270,Northeast,11,2019,Victory Ltd,Payment,PUJ1005,11/1/2019,Current,-901.49,,
LA203,South,11,2019,Linde ,AR,NMK1003,11/1/2019,Current,"1,535.84",,
MI213,Midwest,11,2019,ETUDE Ltd,Payment,UHY1004,11/1/2019,Current,"-1,024.30",,
WI365,Midwest,11,2019,"PEDIFIX, Corp",AR,MKL1006,11/1/2019,Current,335,,
IL170,Midwest,11,2019,Pacific Ltd,AR,NMK1003,11/1/2019,Current,"2,060.38",,
FL136,South,11,2019,Rochester Ltd,Payment,NMK1003,11/2/2019,60+,-395.03,,
GA143,South,11,2019,"Apotheca, Ltd",Payment,NMK1003,11/2/2019,Current,-238.86,,
CA17,West,11,2019,21st Ltd,Payment,XYS1001,11/2/2019,1-60,-88.84,,
CA48,West,11,2019,Trigen ,AR,XYS1001,11/2/2019,Current,"2,074.32",,
CA54,West,11,2019,Apollo Ltd,Payment,XYS1001,11/2/2019,Current,-533.05,,
VA352,South,11,2019,"Fenwal, Corp",AR,MKL1006,11/2/2019,1-60,"1,587.77",,
TX322,South,11,2019,Sundial ,AR,PUJ1005,11/2/2019,Current,807.62,,
CO93,West,11,2019,Victory Ltd,AR,NMK1003,11/2/2019,60+,"1,297.92",,
CA58,West,11,2019,AuroMedics Corp,Payment,XYS1001,11/2/2019,1-60,-560.79,,
AZ13,West,11,2019,Procter Corp,Payment,XYS1001,11/3/2019,Current,-63.32,,
MA208,Northeast,11,2019,OHTA'S Corp,AR,UHY1004,11/3/2019,1-60,382.7,,
NM248,West,11,2019,Weimei Corp,AR,UHY1004,11/3/2019,Current,409.04,,
NV252,West,11,2019,U.S. Ltd,AR,UHY1004,11/3/2019,Current,412.32,,
FL121,South,11,2019,Sundial ,Payment,NMK1003,11/4/2019,1-60,-350.75,,
CT110,Northeast,11,2019,Avon Corp,Payment,NMK1003,11/4/2019,Current,-112.56,,
TX328,South,11,2019,AuroMedics Corp,Payment,PUJ1005,11/4/2019,Current,-602.46,,
CA17,West,11,2019,21st Ltd,AR,XYS1001,11/4/2019,Current,"1,026.04",,
IL170,Midwest,11,2019,Rochester Ltd,AR,NMK1003,11/4/2019,60+,461.63,,
IN189,Midwest,11,2019,Sundial ,Payment,NMK1003,11/4/2019,60+,-171.05,,
NC236,South,11,2019,Wuxi Group,AR,UHY1004,11/4/2019,Current,561.53,,
TX310,South,11,2019,Winthrop ,AR,PUJ1005,11/4/2019,1-60,"1,054.85",,
CA65,West,11,2019,New Ltd,AR,NBV1002,11/4/2019,1-60,493.52,,
CT112,Northeast,11,2019,Nipro ,Payment,NMK1003,11/4/2019,Current,-629.8,,
NY266,Northeast,11,2019,AuroMedics Corp,Payment,PUJ1005,11/4/2019,Current,-522.6,,
IN182,Midwest,11,2019,Victory Ltd,Payment,NMK1003,11/5/2019,Current,"-1,532.22",,
OR288,West,11,2019,Ole Group,Payment,PUJ1005,11/5/2019,Current,-769.7,,
CA16,West,11,2019,Eminence Corp,Payment,XYS1001,11/5/2019,Current,-464.31,,
CA28,West,11,2019,"Elorac, Corp",AR,XYS1001,11/5/2019,1-60,607.22,,
WA364,West,11,2019,Sundial ,Payment,MKL1006,11/5/2019,Current,-668.79,,
TX321,South,11,2019,"3LAB, Ltd",AR,PUJ1005,11/5/2019,60+,303.11,,
CO102,West,11,2019,Ole Group,Payment,NMK1003,11/5/2019,Current,"-1,519.43",,
CA41,West,11,2019,Qualitest ,AR,XYS1001,11/6/2019,60+,584.91,,
TX337,South,11,2019,21st Ltd,AR,MKL1006,11/6/2019,Current,45.83,,
CO95,West,11,2019,Capweld ,AR,NMK1003,11/6/2019,Current,194.57,,
TX323,South,11,2019,WakeFern ,AR,PUJ1005,11/6/2019,1-60,123.28,,
CT104,Northeast,11,2019,"Fenwal, Corp",AR,NMK1003,11/6/2019,1-60,58.63,,
NY262,Northeast,11,2019,U.S. Ltd,AR,PUJ1005,11/6/2019,Current,437.91,,
CA68,West,11,2019,WakeFern ,Payment,NBV1002,11/6/2019,Current,"-1,232.06",,
IL156,Midwest,11,2019,Ei ,AR,NMK1003,11/6/2019,Current,"1,594.60",,
TX341,South,11,2019,Nipro ,Payment,MKL1006,11/7/2019,Current,"-1,461.14",,
CA69,West,11,2019,Medline ,AR,NBV1002,11/7/2019,Current,"1,672.92",,
OK287,South,11,2019,Bare ,AR,PUJ1005,11/7/2019,Current,"1,546.36",,
TX307,South,11,2019,Avon Corp,AR,PUJ1005,11/7/2019,1-60,"1,665.22",,
FL124,South,11,2019,Victory Ltd,AR,NMK1003,11/7/2019,1-60,"1,810.68",,
CT105,Northeast,11,2019,Trigen ,AR,NMK1003,11/7/2019,Current,"3,796.62",,
OH281,Midwest,11,2019,Victory Ltd,Payment,PUJ1005,11/7/2019,Current,"-1,720.29",,
CT103,Northeast,11,2019,O.E. Ltd,Payment,NMK1003,11/7/2019,Current,"-1,180.88",,
CA28,West,11,2019,Amylin Group,AR,XYS1001,11/8/2019,1-60,297.48,,
CA43,West,11,2019,Medline ,AR,XYS1001,11/8/2019,1-60,"1,065.30",,
GA144,South,11,2019,Rochester Ltd,AR,NMK1003,11/8/2019,1-60,86.43,,
CT110,Northeast,11,2019,Mylan Corp,AR,NMK1003,11/8/2019,Current,457.07,,
MD211,South,11,2019,Pacific Ltd,AR,UHY1004,11/8/2019,60+,112.56,,
CA73,West,11,2019,WakeFern ,AR,NBV1002,11/8/2019,Current,706.72,,
NJ242,Northeast,11,2019,Mylan Corp,AR,UHY1004,11/9/2019,Current,"1,216.45",,
CA77,West,11,2019,Pure Group,Payment,NBV1002,11/9/2019,Current,"-1,424.89",,
VA350,South,11,2019,Victory Ltd,AR,MKL1006,11/9/2019,60+,129.85,,
WA362,West,11,2019,Trigen ,AR,MKL1006,11/9/2019,Current,661.76,,
OH281,Midwest,11,2019,S.S.S. Group,Payment,PUJ1005,11/10/2019,1-60,"-1,549.04",,
NY269,Northeast,11,2019,Capweld ,AR,PUJ1005,11/10/2019,Current,599.58,,
CA37,West,11,2019,"Apotheca, Ltd",AR,XYS1001,11/10/2019,Current,123.01,,
NC234,South,11,2019,Apollo Ltd,AR,UHY1004,11/11/2019,Current,"1,086.20",,
RI296,Northeast,11,2019,Linde ,AR,PUJ1005,11/11/2019,Current,287.43,,
TX331,South,11,2019,Prasco Group,AR,MKL1006,11/11/2019,Current,"1,357.69",,
WA364,West,11,2019,Rochester Ltd,AR,MKL1006,11/11/2019,Current,58.16,,
AZ8,West,11,2019,Burt's Corp,Payment,XYS1001,11/11/2019,Current,"-2,416.15",,
NY266,Northeast,11,2019,Qualitest ,Payment,PUJ1005,11/11/2019,Current,"-1,161.91",,
CA67,West,11,2019,Winthrop ,AR,NBV1002,11/11/2019,1-60,"2,243.70",,
CT104,Northeast,11,2019,Prasco Group,Payment,NMK1003,11/11/2019,Current,"-1,848.46",,
WA364,West,11,2019,21st Ltd,Payment,MKL1006,11/11/2019,1-60,"-3,082.13",,
IN193,Midwest,11,2019,Uriel Group,AR,NMK1003,11/11/2019,Current,255.81,,
TX323,South,11,2019,"PEDIFIX, Corp",AR,PUJ1005,11/12/2019,60+,"1,142.48",,
CA47,West,11,2019,Procter Corp,AR,XYS1001,11/12/2019,1-60,807.95,,
TX330,South,11,2019,Weimei Corp,AR,MKL1006,11/12/2019,Current,80.4,,
NY266,Northeast,11,2019,Weimei Corp,Payment,PUJ1005,11/12/2019,Current,"-1,084.60",,
OH282,Midwest,11,2019,OUR Ltd,AR,PUJ1005,11/12/2019,Current,767.82,,
CO95,West,11,2019,Apollo Ltd,AR,NMK1003,11/12/2019,1-60,775.86,,
FL131,South,11,2019,Rochester Ltd,Payment,NMK1003,11/13/2019,Current,-617.47,,
CA16,West,11,2019,ETUDE Ltd,AR,XYS1001,11/13/2019,Current,712.88,,
WA364,West,11,2019,Avon Corp,Payment,MKL1006,11/13/2019,Current,-155.44,,
FL117,South,11,2019,"Elorac, Corp",AR,NMK1003,11/13/2019,Current,"2,411.80",,
CO94,West,11,2019,"3LAB, Ltd",AR,NMK1003,11/13/2019,1-60,"1,206.00",,
FL135,South,11,2019,E. Ltd,Payment,NMK1003,11/13/2019,Current,-196.04,,
CA70,West,11,2019,Weimei Corp,AR,NBV1002,11/13/2019,Current,931.03,,
IL158,Midwest,11,2019,Ei ,AR,NMK1003,11/13/2019,Current,569.5,,
AZ12,West,11,2019,Trigen ,Payment,XYS1001,11/13/2019,Current,"-2,134.49",,
VA353,South,11,2019,O.E. Ltd,Payment,MKL1006,11/13/2019,1-60,"-1,966.52",,
